"Enable Log Cleaning","Bật chế độ xóa Log"
"Error Email Recipient","Lỗi Email người nhận"
"Error Email Sender","Lỗi Email người gửi"
"Error Email Template","Lỗi mẫu Email"
"Frequency","Lặp lại"
"Log Cleaning","Xóa Log"
"Log cleanup Warnings","Cảnh báo xóa Log"
"Save Log, Days","Lưu Log, ngày"
"Start Time","Thời gian bắt đầu"
